,team_location,team_score,opponent_team_location,opponent_team_score,team_turnovers,blocks,steals,offensive_rebounds,defensive_rebounds,field_goals_attempted,three_point_field_goals_attempted,fouls,fast_break_points,free_throws_attempted,elo,opponent_elo,elo_delta,score_delta
4430,Air Force,56,Navy,61,0,5,4,6,27,53,25,17,0,14,1052.74,1344.01,-291.27,-5
4434,Auburn,68,Arizona,97,0,4,8,16,18,63,25,15,13,25,1640.92,1826.82,-185.89999999999986,-29
4436,Oklahoma,70,Arizona State,86,0,2,7,15,23,63,36,23,11,26,1411.1,1433.83,-22.730000000000018,-16
4438,Cal State Northridge,71,UC Irvine,85,0,0,6,10,22,66,22,21,10,18,1325.03,1480.4,-155.37000000000012,-14
4440,Arkansas State,90,Little Rock,78,0,5,6,13,29,69,37,11,16,9,1340.45,1196.72,143.73000000000002,12
4442,Arkansas-Pine Bluff,72,DePaul,76,1,2,3,5,28,60,21,28,10,7,1111.27,1410.84,-299.56999999999994,-4
4444,Santa Clara,71,New Mexico,98,1,1,6,18,17,69,44,23,3,12,1575.11,1614.09,-38.98000000000002,-27
4446,Cal State Bakersfield,84,UC Santa Barbara,109,0,3,8,5,17,48,19,24,8,37,1141.76,1384.98,-243.22000000000003,-25
4448,UC San Diego,80,Long Beach State,74,0,0,6,5,27,50,20,15,3,25,1394.03,1146.92,247.1099999999999,6
4450,Florida State,67,Houston,82,0,3,5,16,21,57,32,14,5,18,1387.72,1772.45,-384.73,-15
4452,Illinois,75,Tennessee,62,0,7,5,11,20,58,28,14,5,14,1737.36,1617.63,119.72999999999979,13
4456,Montana,79,North Dakota,75,0,3,6,9,24,50,24,18,9,24,1389.75,1268.34,121.41000000000008,4
4458,Northern Arizona,68,North Dakota State,69,1,5,11,8,25,61,17,19,6,8,1113.04,1454.82,-341.78,-1
4460,Montana State,68,Oral Roberts,72,0,3,9,14,20,57,30,19,6,13,1303.86,977.9,325.9599999999999,-4
4462,Northern Illinois,55,Bradley,84,1,1,4,21,24,65,30,22,6,24,1107.89,1448.33,-340.4399999999998,-29
4464,Wichita State,74,Northern Iowa,69,1,2,6,12,29,60,25,22,12,17,1437.96,1356.14,81.81999999999994,5
4466,Robert Morris,72,Milwaukee,74,0,3,4,9,29,61,19,20,3,19,1345.59,1262.35,83.24000000000001,-2
4468,Chicago State,53,Illinois State,95,1,1,9,14,17,58,19,19,8,15,918.67,1449.27,-530.6,-42
4470,South Dakota,87,Northern Colorado,89,0,0,6,8,23,59,10,22,11,27,1237.53,1233.27,4.259999999999991,-2
4472,Lindenwood,82,Eastern Illinois,74,0,10,9,13,28,61,18,14,23,23,1208.69,1138.31,70.38000000000011,8
4474,Pennsylvania,63,Villanova,90,1,2,5,13,20,59,22,15,7,12,1249.03,1575.58,-326.54999999999995,-27
4476,Oklahoma State,84,Grand Canyon,78,1,2,5,6,26,52,13,18,12,28,1497.55,1516.78,-19.230000000000018,6
4478,Boston University,82,New Hampshire,88,4,4,4,10,27,62,27,20,4,27,1100.96,1149.4,-48.440000000000055,-6
4480,Texas A&M-Corpus Christi,57,Lamar,49,1,1,9,6,26,45,18,12,8,19,1231.8,1260.6,-28.799999999999955,8
4482,California Baptist,85,Utah,91,0,3,1,23,24,72,21,23,2,19,1424.46,1367.97,56.49000000000001,-6
4484,UC Riverside,88,Cal Poly,84,0,2,3,9,23,63,18,25,19,24,1212.25,1200.65,11.599999999999909,4
4490,Oregon,63,UCLA,74,1,2,4,17,17,57,27,17,10,24,1389.56,1615.41,-225.85000000000014,-11
4492,Denver,79,Idaho State,93,1,4,2,10,19,55,19,17,8,27,1133.67,1176.31,-42.63999999999987,-14
4494,Wake Forest,75,West Virginia,66,2,4,11,14,14,57,25,19,6,11,1428.04,1541.0,-112.96000000000004,9
4496,William & Mary,86,George Washington,99,1,3,8,9,21,64,28,18,14,19,1358.54,1401.48,-42.940000000000055,-13
4498,Houston Christian,85,New Orleans,76,0,4,3,12,25,58,18,16,12,30,1113.27,1191.05,-77.77999999999997,9
4504,Omaha,60,Portland State,55,3,2,2,11,25,50,20,17,4,16,1249.39,1341.13,-91.74000000000001,5
4506,Vermont,65,Pepperdine,56,2,2,7,7,25,54,29,20,4,11,1357.96,1108.87,249.09000000000015,9
4508,Southern Utah,70,Oregon State,81,0,4,11,9,22,59,23,16,23,14,1124.6,1332.8,-208.20000000000005,-11
4510,Kansas City,66,Eastern Washington,90,1,2,7,9,22,54,12,18,17,21,969.67,1084.45,-114.78000000000009,-24
4512,Sam Houston,82,Texas Southern,70,1,3,10,14,34,63,22,22,31,32,1415.44,1131.23,284.21000000000004,12
4514,Colorado,86,Colorado State,91,1,3,8,5,21,58,19,16,7,13,1417.81,1416.88,0.9299999999998363,-5
4518,Pacific,61,California,67,4,3,3,18,24,62,23,18,3,10,1339.2,1485.28,-146.07999999999993,-6
4520,Long Island University,87,Lehigh,82,0,6,15,20,19,68,15,23,26,20,1301.89,1132.58,169.31000000000017,5
4522,Saint Joseph's,70,Temple,69,0,6,8,18,21,58,26,18,8,21,1437.14,1366.26,70.88000000000011,1
4524,Southeast Missouri State,74,Chattanooga,70,1,3,6,11,21,62,25,18,6,9,1274.69,1248.25,26.440000000000055,4
4528,Baylor,71,Memphis,78,0,5,7,18,26,64,28,20,14,25,1448.68,1450.87,-2.189999999999827,-7
4530,Rutgers,60,Michigan,101,0,0,5,14,15,67,23,17,0,9,1394.3,1808.16,-413.8600000000001,-41
4532,Fresno State,58,Arkansas,82,0,1,4,12,29,63,26,14,11,13,1261.6,1664.33,-402.73,-24
4536,North Carolina A&T,69,North Carolina Central,54,3,3,5,12,37,47,16,20,17,35,1150.56,1100.06,50.5,15
4538,Elon,73,Wofford,52,2,4,7,11,29,54,19,14,5,14,1320.85,1401.04,-80.19000000000005,21
4540,Marshall,81,Ohio,88,0,6,2,13,27,63,24,22,15,20,1324.68,1292.46,32.22000000000003,-7
4546,Maryland,64,Iowa,83,0,1,4,13,26,47,18,16,6,38,1404.58,1616.46,-211.8800000000001,-19
4548,Dartmouth,80,Wyoming,93,2,2,5,3,24,47,25,17,2,23,1254.78,1306.98,-52.200000000000045,-13
4550,UNC Wilmington,70,Louisiana,63,2,0,4,10,25,50,19,15,4,24,1522.73,1164.33,358.4000000000001,7
4552,New Mexico State,69,Abilene Christian,77,0,3,7,13,16,48,18,22,11,35,1228.12,1232.99,-4.870000000000118,-8
4554,Evansville,79,Western Kentucky,80,1,11,4,12,23,59,32,19,6,23,1160.2,1277.0,-116.79999999999995,-1
4558,UNC Greensboro,82,East Carolina,78,0,1,6,12,16,59,21,17,15,24,1202.61,1202.22,0.38999999999987267,4
4560,Le Moyne,78,Binghamton,63,1,2,10,7,29,53,13,18,8,18,1182.05,958.72,223.32999999999993,15
4562,Akron,88,Tulane,71,0,3,4,14,32,62,31,17,5,17,1570.49,1347.61,222.8800000000001,17
4564,Seton Hall,78,Kansas State,67,1,5,10,15,29,72,23,22,11,22,1467.4,1406.21,61.190000000000055,11
4566,Longwood,84,Morgan State,80,0,4,8,10,26,47,15,16,18,44,1188.89,1120.63,68.25999999999999,4
4570,Georgia State,69,Kennesaw State,92,2,1,13,14,24,70,30,23,2,33,1243.87,1353.78,-109.91000000000008,-23
4572,Idaho,84,South Dakota State,81,0,1,2,7,27,53,28,24,7,29,1227.0,1222.32,4.680000000000064,3
4574,Toledo,97,Oakland,98,0,3,3,17,27,77,21,16,9,14,1325.26,1405.88,-80.62000000000012,-1
4576,Missouri State,74,Tulsa,98,0,2,5,7,19,51,26,21,4,19,1273.11,1498.8,-225.69000000000005,-24
4578,Bellarmine,68,Murray State,81,0,0,8,2,16,49,18,12,6,16,1115.89,1444.73,-328.8399999999999,-13
4582,George Mason,62,Virginia Tech,73,0,1,3,13,23,55,21,11,4,14,1598.84,1535.9,62.93999999999983,-11
4586,Indiana,78,Louisville,87,1,1,4,10,24,63,34,21,7,19,1568.65,1614.63,-45.98000000000002,-9
4588,Drexel,64,La Salle,69,2,2,10,21,23,70,27,18,14,16,1320.67,1244.31,76.36000000000013,-5
4594,Western Michigan,83,SIU Edwardsville,73,1,4,1,7,29,47,20,17,15,19,1177.22,1253.21,-75.99000000000001,10
4596,Norfolk State,67,James Madison,68,0,4,4,10,28,52,8,18,5,17,1165.69,1332.61,-166.91999999999985,-1
4598,Delaware,72,Delaware State,75,0,4,6,5,24,56,24,18,7,13,1181.66,998.73,182.93000000000006,-3
4600,Coastal Carolina,88,Winthrop,84,2,0,2,8,27,58,26,25,5,26,1290.79,1407.07,-116.27999999999997,4
4602,Georgia Southern,88,Gardner-Webb,84,0,2,10,8,22,61,24,22,12,28,1299.91,998.94,300.97,4
4604,Morehead State,72,Presbyterian,80,0,6,7,7,15,58,21,24,6,15,1240.73,1185.99,54.74000000000001,-8
4606,Western Carolina,67,South Carolina Upstate,78,1,1,6,9,25,58,17,24,3,28,1182.65,1109.33,73.32000000000016,-11
4608,Ohio State,86,Northwestern,82,1,2,5,9,20,61,14,17,19,20,1569.78,1421.44,148.33999999999992,4
4610,Tennessee Tech,87,West Georgia,59,0,3,9,6,29,57,15,19,20,16,1029.28,1117.36,-88.07999999999993,28
4612,Stetson,51,South Carolina,82,1,1,9,8,12,56,21,12,12,18,1131.14,1393.94,-262.79999999999995,-31
4614,Jacksonville,65,Florida International,88,0,4,7,19,20,64,33,22,3,14,1202.42,1203.74,-1.3199999999999363,-23
4618,Marquette,76,Wisconsin,96,0,2,9,8,25,69,29,23,23,19,1388.57,1610.82,-222.25,-20
4620,Coppin State,50,Liberty,92,2,1,6,11,20,56,21,11,10,18,958.17,1586.41,-628.2400000000001,-42
4622,Boise State,77,Butler,68,1,4,5,16,29,63,15,16,9,26,1504.17,1484.25,19.920000000000073,9
4626,Detroit Mercy,71,Cleveland State,59,0,4,3,10,23,58,16,20,10,19,1151.58,1211.48,-59.90000000000009,12
4628,Northern Kentucky,77,Purdue Fort Wayne,79,0,4,5,14,22,64,35,17,7,18,1323.48,1360.86,-37.37999999999988,-2
4630,St. Bonaventure,77,Buffalo,69,2,2,13,17,19,60,24,14,15,14,1375.68,1276.94,98.74000000000001,8
4632,Stony Brook,75,Duquesne,84,0,4,5,13,21,68,30,20,12,14,1298.45,1313.12,-14.669999999999845,-9
4634,Holy Cross,70,Fordham,69,0,0,7,8,22,50,27,19,4,24,1086.35,1236.68,-150.33000000000015,1
4636,Harvard,69,Furman,79,1,2,10,8,17,62,18,16,11,11,1309.1,1393.03,-83.93000000000006,-10
4642,Maine,61,Miami (OH),93,0,4,12,7,17,52,18,11,11,13,1096.06,1598.26,-502.20000000000005,-32
4644,UNC Asheville,63,NC State,75,3,1,8,9,23,54,24,16,1,17,1243.7,1587.0,-343.29999999999995,-12
4646,Old Dominion,77,Richmond,86,0,3,4,13,28,72,29,21,17,20,1213.91,1292.52,-78.6099999999999,-9
4648,Iowa State,81,Purdue,58,0,6,6,11,21,61,23,17,9,6,1713.44,1701.37,12.070000000000164,23
4650,Duke,66,Michigan State,60,0,4,5,10,34,55,29,18,6,23,1802.92,1726.57,76.35000000000014,6
4652,Monmouth,67,Georgia Tech,79,2,3,8,16,20,73,22,20,15,15,1290.31,1381.48,-91.17000000000007,-12
4654,New Haven,63,Boston College,67,1,2,9,9,22,49,22,19,4,24,1066.2,1317.58,-251.37999999999988,-4
4656,Rhode Island,71,Providence,90,0,2,9,10,16,56,29,17,17,14,1428.69,1336.14,92.54999999999995,-19
4658,Dayton,73,Virginia,86,0,2,11,9,16,64,23,21,11,22,1445.16,1664.19,-219.02999999999997,-13
4666,Notre Dame,87,TCU,85,1,2,2,8,28,60,26,20,3,20,1411.96,1510.74,-98.77999999999997,2
4672,UAB,74,Drake,69,0,9,5,13,31,57,14,14,14,28,1422.92,1416.73,6.190000000000055,5
4676,Cincinnati,74,Xavier,79,0,4,3,15,36,69,33,18,10,22,1467.68,1418.8,48.88000000000011,-5
4680,Gonzaga,94,Kentucky,59,0,1,5,10,33,63,18,18,8,16,1743.3,1630.94,112.3599999999999,35
4682,South Carolina State,59,Bethune-Cookman,80,1,2,6,19,23,62,25,15,4,19,1100.22,1270.66,-170.44000000000005,-21
4684,NJIT,72,High Point,89,2,1,4,7,27,55,39,19,6,16,1160.31,1484.49,-324.18000000000006,-17
4686,South Alabama,65,East Tennessee State,91,0,5,7,6,23,54,23,6,0,16,1408.04,1350.19,57.84999999999991,-26
4692,Quinnipiac,89,Iona,68,1,3,8,18,31,73,26,18,13,14,1351.39,1354.38,-2.990000000000009,21
4694,Mercyhurst,71,Lafayette,79,1,8,9,14,16,68,17,13,6,8,1196.36,1057.31,139.04999999999995,-8
4696,Bryant,56,Brown,75,0,7,8,6,28,56,31,17,8,7,1115.02,1195.45,-80.43000000000006,-19
4698,Niagara,54,Siena,83,2,5,7,7,19,60,22,9,8,11,1023.36,1329.38,-306.0200000000001,-29
4700,Canisius,57,Saint Peter's,69,2,2,2,17,24,54,19,21,13,28,1090.17,1323.38,-233.21000000000004,-12
4702,Mount St. Mary's,56,Marist,64,0,5,11,14,24,55,22,17,4,21,1260.19,1341.33,-81.13999999999987,-8
4704,Fairfield,66,Manhattan,70,0,4,8,20,25,73,30,16,10,7,1238.99,1137.32,101.67000000000007,-4
4708,Cal State Bakersfield,66,Cal State Northridge,87,1,6,5,15,22,60,20,18,9,24,1141.76,1325.03,-183.26999999999998,-21
4710,Cal Poly,94,Cal State Fullerton,91,4,3,8,5,28,55,37,28,14,30,1200.65,1233.69,-33.039999999999964,3
4712,UC Riverside,60,UC Irvine,73,0,5,5,14,27,59,20,19,10,28,1212.25,1480.4,-268.1500000000001,-13
4714,Long Beach State,77,UC Santa Barbara,84,1,5,6,17,23,66,24,30,10,24,1146.92,1384.98,-238.05999999999995,-7
4716,The Citadel,63,Davidson,79,0,1,2,6,25,50,20,18,6,14,1068.57,1371.42,-302.85000000000014,-16
4718,Utah State,61,South Florida,74,1,5,8,12,22,62,24,21,6,15,1580.6,1472.42,108.17999999999984,-13
4720,Rider,66,Merrimack,68,2,3,4,13,28,54,12,14,2,16,1046.52,1391.05,-344.53,-2
4724,Robert Morris,80,Green Bay,78,0,0,5,14,21,62,23,21,0,18,1345.59,1278.0,67.58999999999992,2
4728,UCLA,82,Washington,80,0,5,7,8,13,53,20,19,6,24,1615.41,1488.62,126.79000000000019,2
4732,Utah Tech,80,Santa Clara,90,1,1,9,14,22,63,29,17,25,8,1246.11,1575.11,-329.0,-10
4734,Utah Valley,66,San Diego State,77,1,1,10,11,21,55,27,20,10,15,1443.96,1612.65,-168.69000000000005,-11
4736,North Alabama,65,San Francisco,63,3,2,4,19,27,63,15,16,5,17,1128.68,1418.17,-289.49,2
4738,Vermont,58,Oregon State,80,0,2,5,13,20,60,22,14,7,13,1357.96,1332.8,25.160000000000082,-22
4740,NC State,73,Auburn,83,0,2,14,8,14,64,30,19,12,13,1587.0,1640.92,-53.92000000000007,-10
4744,Virginia,88,Texas,69,1,4,5,7,27,52,24,20,6,29,1664.19,1506.73,157.46000000000004,19
4746,Mississippi State,85,Georgia Tech,73,0,9,3,9,38,61,22,13,9,22,1479.75,1381.48,98.26999999999998,12
4750,North Dakota State,81,Montana,72,0,3,8,13,23,62,23,14,23,22,1454.82,1389.75,65.06999999999994,9
4752,Oral Roberts,66,Weber State,92,0,4,3,6,21,56,29,21,7,19,977.9,1173.37,-195.4699999999999,-26
4754,Texas State,72,Rice,77,2,5,8,15,22,63,13,24,19,19,1254.2,1220.67,33.52999999999997,-5
4758,Northwestern,73,Wisconsin,85,0,4,3,11,26,59,19,18,10,23,1421.44,1610.82,-189.37999999999988,-12
4760,North Dakota,58,Idaho,90,1,1,9,6,14,50,24,21,8,20,1268.34,1227.0,41.33999999999992,-32
4762,Eastern Washington,89,Denver,93,0,2,3,7,21,55,18,24,20,19,1084.45,1133.67,-49.22000000000003,-4
4764,Pacific,80,Air Force,65,0,4,8,12,23,55,15,24,8,20,1339.2,1052.74,286.46000000000004,15
4766,Alcorn State,68,Iowa State,132,1,2,11,7,11,56,19,15,16,9,1061.48,1713.44,-651.96,-64
4768,Tennessee State,53,Alabama A&M,80,2,2,11,25,17,65,23,21,10,20,1313.36,1159.36,154.0,-27
4772,Northern Colorado,75,Omaha,70,0,1,6,10,27,60,29,18,5,15,1233.27,1249.39,-16.12000000000012,5
4774,South Dakota State,75,Northern Arizona,62,0,1,10,12,29,57,29,17,14,25,1222.32,1113.04,109.27999999999997,13
4776,Princeton,58,Monmouth,63,1,2,5,6,27,51,24,18,4,9,1252.82,1290.31,-37.49000000000001,-5
4778,Idaho State,68,Kansas City,59,0,4,7,15,22,57,28,18,8,12,1176.31,969.67,206.64,9
4782,Ball State,52,Evansville,64,0,2,10,9,25,56,24,19,0,14,1141.5,1160.2,-18.700000000000045,-12
4784,Eastern Kentucky,78,Illinois State,89,0,4,9,11,20,59,28,19,8,23,1137.52,1449.27,-311.75,-11
4786,Portland State,77,South Dakota,71,0,6,11,9,27,59,10,23,24,26,1341.13,1237.53,103.60000000000014,6
4788,New Orleans,70,Memphis,86,2,6,8,15,20,61,25,11,21,21,1191.05,1450.87,-259.81999999999994,-16
4792,Little Rock,47,Central Arkansas,85,1,5,6,11,23,58,20,14,4,9,1196.72,1233.52,-36.799999999999955,-38
4796,Richmond,84,Belmont,76,2,3,8,3,29,55,25,14,9,20,1292.52,1576.64,-284.1200000000001,8
4798,Louisville,80,Arkansas,89,0,3,2,12,24,70,37,25,8,18,1614.63,1664.33,-49.69999999999982,-9
4800,Clemson,84,Alabama,90,1,3,6,18,25,71,19,21,12,28,1634.32,1641.07,-6.75,-6
4804,Indiana,64,Minnesota,73,0,2,7,5,20,55,27,22,3,20,1568.65,1407.51,161.1400000000001,-9
4806,Southern Indiana,74,Western Michigan,88,0,4,6,9,24,55,23,17,13,36,1001.13,1177.22,-176.09000000000003,-14
4808,North Carolina Central,62,James Madison,67,1,4,6,9,26,53,21,19,10,15,1100.06,1332.61,-232.54999999999995,-5
4810,Louisiana,55,Lamar,65,0,4,4,7,22,48,24,18,3,8,1164.33,1260.6,-96.26999999999998,-10
4814,Cornell,80,Towson,93,0,2,4,7,18,56,19,12,6,18,1345.62,1355.75,-10.13000000000011,-13
4816,New Hampshire,68,Dartmouth,69,0,4,9,8,26,62,17,15,10,16,1149.4,1254.78,-105.37999999999988,-1
4818,Coastal Carolina,78,South Carolina Upstate,85,2,6,7,12,32,76,28,27,20,13,1290.79,1109.33,181.46000000000004,-7
4822,Southern Illinois,86,High Point,84,0,6,8,12,30,67,22,18,24,14,1293.51,1484.49,-190.98000000000002,2
4824,Presbyterian,56,Wofford,63,2,7,4,14,32,56,11,14,2,16,1185.99,1401.04,-215.04999999999995,-7
4826,Louisiana Tech,69,Georgia Southern,77,2,1,4,7,22,54,21,17,6,17,1355.08,1299.91,55.169999999999845,-8
4830,Furman,97,Elon,88,0,7,3,12,29,61,34,20,17,31,1393.03,1320.85,72.18000000000006,9
4832,Marshall,69,UNC Wilmington,70,1,3,1,10,24,58,25,31,0,9,1324.68,1522.73,-198.04999999999995,-1
4836,Florida Gulf Coast,83,Florida International,89,0,4,12,16,23,68,27,22,19,21,1208.3,1203.74,4.559999999999945,-6
4840,Austin Peay,84,Kent State,96,0,3,5,11,20,66,31,22,12,16,1337.08,1470.86,-133.77999999999997,-12
4842,Maine,57,Ohio,79,1,4,8,10,18,55,16,14,7,10,1096.06,1292.46,-196.4000000000001,-22
4846,Navy,66,Delaware State,59,0,1,6,9,35,46,16,15,13,32,1344.01,998.73,345.28,7
4848,Coppin State,49,West Virginia,91,0,1,4,9,27,54,14,21,4,17,958.17,1541.0,-582.83,-42
4850,Hofstra,70,Columbia,72,0,5,6,10,24,55,17,14,12,22,1280.5,1277.53,2.9700000000000273,-2
4852,Cleveland State,80,Northern Kentucky,95,3,3,6,8,15,48,25,17,9,28,1211.48,1323.48,-112.0,-15
4854,Purdue Fort Wayne,92,Oakland,101,1,4,9,9,24,68,37,21,14,20,1360.86,1405.88,-45.02000000000021,-9
4860,Sacred Heart,87,Mount St. Mary's,80,0,4,8,15,23,57,34,15,10,28,1200.63,1260.19,-59.559999999999945,7
4864,Harvard,71,Massachusetts,78,1,3,11,12,22,65,19,17,20,15,1309.1,1319.07,-9.970000000000027,-7
4868,Bucknell,77,Akron,97,1,2,3,15,22,71,37,17,9,7,1078.13,1570.49,-492.3599999999999,-20
4874,Wright State,68,Youngstown State,69,2,6,8,5,18,48,13,19,11,28,1357.04,1205.33,151.71000000000004,-1
4878,Northeastern,59,Holy Cross,76,0,3,6,11,21,61,28,13,7,8,1168.08,1086.35,81.73000000000002,-17
4882,Tennessee Tech,80,Lipscomb,83,0,4,8,10,28,63,22,17,8,17,1029.28,1376.51,-347.23,-3
4886,UC San Diego,70,Nevada,76,1,2,5,13,23,69,23,19,2,11,1394.03,1532.39,-138.36000000000013,-6
4888,Utah,72,California,79,1,1,7,10,22,59,28,19,13,19,1367.97,1485.28,-117.30999999999995,-7
4892,North Carolina,67,Kentucky,64,0,2,5,20,21,64,20,19,6,15,1618.04,1630.94,-12.900000000000091,3
4896,Stetson,45,Grand Canyon,67,0,0,10,9,23,53,20,20,0,10,1131.14,1516.78,-385.6399999999999,-22
4898,Abilene Christian,71,Pepperdine,63,1,6,8,9,20,52,22,23,9,23,1232.99,1108.87,124.12000000000012,8
4904,Georgia,107,Florida State,73,0,9,8,15,33,70,30,15,21,21,1551.42,1387.72,163.70000000000005,34
4906,Missouri,71,Notre Dame,76,1,1,10,9,22,54,21,19,22,25,1511.6,1411.96,99.63999999999987,-5
4908,Purdue,81,Rutgers,65,0,2,4,11,25,58,26,14,14,20,1701.37,1394.3,307.06999999999994,16
4912,Houston Christian,75,North Texas,77,0,5,10,7,17,50,20,19,6,32,1113.27,1366.58,-253.30999999999995,-2
4914,Wagner,63,Maryland,89,0,2,2,9,28,57,23,30,9,18,976.85,1404.58,-427.7299999999999,-26
4916,Morehead State,52,Murray State,84,1,1,8,9,21,59,12,22,5,10,1240.73,1444.73,-204.0,-32
4918,Washington State,60,Bradley,64,0,2,3,7,34,49,16,14,4,12,1334.53,1448.33,-113.79999999999995,-4
4920,UT Arlington,63,Arkansas State,83,0,3,11,15,22,62,19,21,14,26,1369.43,1340.45,28.980000000000018,-20
4922,Lindenwood,99,Northern Illinois,64,1,5,11,20,30,71,20,22,20,28,1208.69,1107.89,100.79999999999995,35
4924,Valparaiso,72,Marquette,75,2,3,6,11,29,62,26,23,3,12,1331.49,1388.57,-57.07999999999993,-3
4926,Sacramento State,88,Baylor,110,0,0,9,19,11,68,32,28,17,30,1093.27,1448.68,-355.4100000000001,-22
4930,Sam Houston,83,Oklahoma State,93,1,3,5,13,21,71,37,21,18,11,1415.44,1497.55,-82.1099999999999,-10
4932,Florida,66,Duke,67,1,2,7,20,24,67,28,16,7,12,1669.21,1802.92,-133.71000000000004,-1
4936,Western Illinois,57,Drake,108,1,1,6,9,12,54,20,9,7,21,937.58,1416.73,-479.15,-51
4940,Grambling,63,Tulane,65,0,2,3,9,24,48,27,21,7,20,1128.18,1347.61,-219.42999999999984,-2
4942,Winthrop,94,Long Island University,92,0,6,7,16,21,69,22,22,5,29,1407.07,1301.89,105.17999999999984,2
4944,Iowa,52,Michigan State,71,0,1,7,6,12,45,23,22,12,17,1616.46,1726.57,-110.1099999999999,-19
4946,Tennessee,60,Syracuse,62,0,2,9,13,25,58,13,20,0,15,1617.63,1404.49,213.1400000000001,-2
4952,New Mexico State,75,South Alabama,77,3,3,6,18,23,66,37,25,14,13,1228.12,1408.04,-179.92000000000007,-2
4954,UNC Greensboro,77,UNC Asheville,82,2,5,4,6,21,49,23,19,7,21,1202.61,1243.7,-41.090000000000146,-5
4956,Jackson State,73,Kennesaw State,88,1,4,7,11,25,58,25,26,9,29,1210.76,1353.78,-143.01999999999998,-15
4958,Cornell,81,George Mason,99,1,3,5,8,18,57,31,22,10,17,1345.62,1598.84,-253.22000000000003,-18
4960,Georgia State,67,Mercer,78,0,4,7,9,24,60,25,25,8,15,1243.87,1319.74,-75.87000000000012,-11
4962,SIU Edwardsville,72,North Florida,63,0,6,8,16,25,64,25,9,13,19,1253.21,1073.09,180.12000000000012,9
4964,Florida A&M,82,Jacksonville,85,0,3,7,2,29,56,21,15,2,6,1175.67,1202.42,-26.75,-3
4966,Eastern Michigan,68,Butler,84,1,5,3,9,17,58,14,17,13,13,1185.25,1484.25,-299.0,-16
4970,North Carolina A&T,57,Charlotte,74,2,1,7,7,18,47,18,16,13,29,1150.56,1357.23,-206.67000000000007,-17
4972,Lehigh,71,Binghamton,80,0,1,6,12,23,67,31,24,11,12,1132.58,958.72,173.8599999999999,-9
4976,Brown,56,Rhode Island,66,0,3,6,20,23,64,16,21,12,17,1195.45,1428.69,-233.24,-10
4978,William & Mary,83,Duquesne,79,1,1,9,4,20,55,30,19,14,14,1358.54,1313.12,45.42000000000007,4
4980,East Tennessee State,71,Dayton,88,1,3,11,11,16,56,21,26,13,15,1350.19,1445.16,-94.97000000000003,-17
4984,Virginia Tech,86,South Carolina,83,0,2,3,6,31,66,20,24,10,21,1535.9,1393.94,141.96000000000004,3
4986,Oklahoma,86,Wake Forest,68,0,2,7,10,32,54,25,26,4,35,1411.1,1428.04,-16.940000000000055,18
4988,Texas A&M,81,Pittsburgh,73,0,3,8,14,22,59,23,13,15,22,1624.51,1355.73,268.78,8
4990,Campbell,76,Penn State,87,4,4,3,15,24,64,23,19,10,19,1201.36,1322.93,-121.57000000000016,-11
4992,Stonehill,65,Bryant,77,0,4,8,11,20,58,17,12,2,9,1104.8,1115.02,-10.220000000000027,-12
4998,George Washington,84,Army,70,1,2,7,11,29,54,31,15,6,32,1401.48,1129.72,271.76,14
5000,Portland,72,Stanford,94,1,5,2,7,23,47,12,15,4,24,1233.42,1515.59,-282.16999999999985,-22
5004,California Baptist,70,Colorado,78,2,2,7,14,21,62,13,23,8,24,1424.46,1417.81,6.650000000000091,-8
5012,UAB,61,Middle Tennessee,76,0,1,7,15,24,63,26,9,6,14,1422.92,1370.68,52.24000000000001,-15
5018,West Georgia,93,Troy,89,1,6,9,17,31,87,23,20,6,22,1117.36,1456.41,-339.0500000000002,4
5020,Iona,89,Delaware,66,1,4,9,2,29,53,26,12,14,19,1354.38,1181.66,172.72000000000003,23
5022,North Alabama,73,Jacksonville State,66,0,7,6,12,29,61,22,14,8,18,1128.68,1364.74,-236.05999999999995,7
5024,Tarleton State,58,Cincinnati,76,1,1,9,5,18,51,20,15,4,14,1204.34,1467.68,-263.34000000000015,-18
5028,Temple,56,Villanova,74,1,3,3,6,18,46,8,16,10,18,1366.26,1575.58,-209.31999999999994,-18
5036,Cal State Bakersfield,76,Fresno State,71,0,6,11,7,24,57,15,14,24,24,1141.76,1261.6,-119.83999999999992,5
5042,San Diego,72,Long Beach State,76,2,1,6,12,19,57,21,11,7,7,1220.63,1146.92,73.71000000000004,-4
5050,Presbyterian,69,The Citadel,41,2,5,5,9,27,50,22,13,5,9,1185.99,1068.57,117.42000000000007,28
5052,Fordham,62,Colgate,72,1,3,5,10,22,60,18,16,2,7,1236.68,1291.69,-55.00999999999999,-10
5054,Alabama A&M,60,Coastal Carolina,67,0,2,7,9,28,58,19,23,4,22,1159.36,1290.79,-131.43000000000006,-7
5056,St. Bonaventure,70,Florida Atlantic,65,0,4,8,4,25,47,14,15,15,22,1375.68,1453.21,-77.52999999999997,5
5060,Wyoming,72,Texas Tech,76,1,2,7,9,24,58,19,22,8,13,1306.98,1756.84,-449.8599999999999,-4
5064,Mercyhurst,38,West Virginia,70,1,2,3,6,21,48,13,15,2,8,1196.36,1541.0,-344.6400000000001,-32
5066,Monmouth,88,Lafayette,74,0,4,6,5,25,49,14,18,12,31,1290.31,1057.31,233.0,14
